date,Qgage,Qmodel,diff,month,lambda,water_year
1951-10-01,41.0,15.344862,-25.655138,10,-0.9827913718304273,1952
1951-10-02,43.0,16.597849,-26.402151,10,-0.9519270070403127,1952
1951-10-03,40.000002,33.419995,-6.580007000000002,10,-0.17972513055771,1952
1951-10-04,38.0,32.548784,-5.451216000000002,10,-0.15484614968053806,1952
1951-10-05,38.0,31.0004,-6.999600000000001,10,-0.203586052098679,1952
1951-10-06,38.0,25.996941,-12.003059,10,-0.3796072824728143,1952
1951-10-07,43.0,42.110448,-0.8895520000000019,10,-0.020904234773183136,1952
1951-10-08,138.000002,217.056262,79.05626000000001,10,0.45290289217475443,1952
1951-10-09,109.000003,138.858329,29.85832599999999,10,0.24210628779763224,1952
1951-10-10,106.0,116.785092,10.785092000000006,10,0.09689633114946496,1952
1951-10-11,117.000003,105.736824,-11.263179000000008,10,-0.10122074601976964,1952
1951-10-12,139.999997,130.168837,-9.831160000000011,10,-0.07281004721258433,1952
1951-10-13,143.999998,141.638939,-2.361059000000012,10,-0.016532149293266858,1952
1951-10-14,139.999997,123.029871,-16.970126000000008,10,-0.12921522163395482,1952
1951-10-15,134.000002,109.30453,-24.695471999999995,10,-0.20370197498996348,1952
1951-10-16,127.999997,96.172736,-31.827260999999996,10,-0.2858843325419455,1952
1951-10-17,125.000004,92.543967,-32.45603700000001,10,-0.30062991879325635,1952
1951-10-18,122.000001,82.015393,-39.984608,10,-0.3971141037706325,1952
1951-10-19,114.000001,73.067535,-40.93246599999999,10,-0.4448143067072024,1952
1951-10-20,106.0,71.241299,-34.758701,10,-0.39736640171872156,1952
1951-10-21,101.000003,62.016476,-38.98352700000001,10,-0.48772045486678783,1952
1951-10-22,96.000005,58.334406,-37.665599,10,-0.498156169893403,1952
1951-10-23,93.000002,55.72979,-37.270212,10,-0.5120846812522392,1952
1951-10-24,84.000004,72.220848,-11.779156,10,-0.1510880887822332,1952
1951-10-25,179.000002,167.574599,-11.425402999999989,10,-0.06595719773115775,1952
1951-10-26,173.999994,148.783254,-25.216739999999987,10,-0.15656468898849615,1952
1951-10-27,173.999994,137.636751,-36.36324299999998,10,-0.2344372891377634,1952
1951-10-28,173.999994,128.618737,-45.38125699999998,10,-0.3022027636969631,1952
1951-10-29,166.999992,129.519829,-37.480163000000005,10,-0.2541597754034737,1952
1951-10-30,170.000004,126.688323,-43.31168099999999,10,-0.2940685400886046,1952
1951-10-31,163.000001,109.642682,-53.357319,10,-0.3965234739311053,1952
1951-11-01,188.0,119.324276,-68.675724,11,-0.45459716741920775,1952
1951-11-02,212.000001,219.076234,7.076233000000002,11,0.032833490311220834,1952
1951-11-03,471.000007,568.314062,97.31405500000004,11,0.18781608309178907,1952
1951-11-04,562.999983,731.565789,168.56580599999995,11,0.2619075555872871,1952
1951-11-05,585.000007,728.97866,143.978653,11,0.2200325994058474,1952
1951-11-06,585.000007,639.849721,54.84971400000006,11,0.08962147864614485,1952
1951-11-07,672.000033,616.410122,-55.58991100000003,11,-0.0863458651640622,1952
1951-11-08,761.999976,877.507878,115.50790200000006,11,0.14113940888691598,1952
1951-11-09,736.000036,714.670902,-21.329134000000067,11,-0.029408007830926047,1952
1951-11-10,742.000022,629.19934,-112.80068199999994,11,-0.164901150584452,1952
1951-11-11,697.000013,609.537208,-87.462805,11,-0.13408543559419908,1952
1951-11-12,644.999982,549.92614,-95.073842,11,-0.15946631058920116,1952
1951-11-13,603.000004,497.523771,-105.47623299999998,11,-0.19227386699898555,1952
1951-11-14,579.999981,487.48018,-92.51980100000004,11,-0.1737784375806927,1952
1951-11-15,585.000007,534.875996,-50.124011,11,-0.08957692234510412,1952
1951-11-16,579.999981,505.983476,-74.01650500000005,11,-0.13652405815408344,1952
1951-11-17,597.000018,542.559736,-54.44028199999991,11,-0.09561895174827431,1952
1951-11-18,562.999983,509.174602,-53.82538100000005,11,-0.10048861074539459,1952
1951-11-19,540.999996,492.780451,-48.21954499999998,11,-0.09335552925731405,1952
1951-11-20,504.000006,470.243472,-33.75653399999999,11,-0.06932569386901768,1952
1951-11-21,466.000018,434.121842,-31.878176,11,-0.07086043611700896,1952
1951-11-22,444.999991,392.897716,-52.10227500000002,11,-0.12452494857801981,1952
1951-11-23,424.000002,372.283162,-51.71683999999999,11,-0.13007870706053712,1952
1951-11-24,440.000003,376.677983,-63.32202000000001,11,-0.15538406778067307,1952
1951-11-25,428.99999,352.220315,-76.779675,11,-0.19720002092404504,1952
1951-11-26,444.999991,373.752316,-71.24767500000002,11,-0.1744809406003055,1952
1951-11-27,408.000001,380.623381,-27.376620000000003,11,-0.06945679193040455,1952
1951-11-28,359.999999,358.776648,-1.2233509999999796,11,-0.003403984217807074,1952
1951-11-29,405.000008,340.644073,-64.35593499999999,11,-0.1730489288812891,1952
1951-11-30,390.000005,323.960995,-66.03900999999996,11,-0.18552362920129678,1952
1951-12-01,366.999983,305.135402,-61.86458099999999,12,-0.18460618265466874,1952
1951-12-02,345.999993,299.090236,-46.90975700000001,12,-0.14569343432392254,1952
1951-12-03,336.000016,283.616361,-52.38365500000003,12,-0.16948872417927924,1952
1951-12-04,316.000006,269.181005,-46.81900099999996,12,-0.1603581982144679,1952
1951-12-05,330.99999,285.795454,-45.20453600000002,12,-0.14684198602445206,1952
1951-12-06,392.999998,363.528721,-29.471276999999983,12,-0.0779513005482999,1952
1951-12-07,388.00001,375.912167,-12.087842999999964,12,-0.03164984769918667,1952
1951-12-08,372.000009,381.400817,9.40080800000004,12,0.024956956805352894,1952
